Name,Supplier ID,Phone,Address,Email Address,Group
Kadim Hussain,39073,,,,39
Mumthaz & Group,39074,,,,39
Aarif & Group,39075,,,,39
Rohitash Kumar Mani & Group,39076,+974 4040 3535,P.O. Box: 15,Contracting@iba.com.qa,39
Samim Islam & Group,39077,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
Amir Hossain & Group,39078,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
Mosharaf & Group,39079,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
Babu Lal & Group,39080,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
Kamal & Group,39081,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
Abdul Kalam & Suresh Group,39082,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
Hosny & Mohamed Group,39083,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
Saravan Mandal & Group,39084,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
Raju Ali & Group,39085,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
Dukharan Mahato & Group,39086,+ 974 40403535,P.O Box 15,procurement@iba.com.qa,39
Satya Devchauhan & Group,39087,+974 40403535,P.O Box: 15,procurement@iba.com.qa,39
Jabbar Mondal,39088,+974 40403535,P.O Box: 15,procurement@iba.com.qa,39
Kalim Miya,39089,+974 4040 3535,P.O Box 15,procurement@iba.com.qa,39
Shamshad and Group,39090,+974 40403535,P.O Box 15,procurement@iba.com.qa,39
Hazarath Ali and Group,39091,+974 40403535,P.O Box: 15,procurement@iba.com.qa,39
Bhalakaji Group,39092,+974 40403535,P.O Box: 15,procurement@iba.com.qa,39
Sabir Miya and Group,39093,+974 4040 3535,P.O Box 15,procurement@iba.com.qa,39
Musaraf and Group,39094,+974 4040 3535,P.O Box: 15,procurement@iba.com.qa,39
Nek Mahamand and Group,39095,+974 4040 3535,P.O Box 15,procurement@iba.com.qa,39
Firoz and Group,39096,+974 4040 3535,P.O Box: 15,procurement@iba.com.qa,39
Rama Moorthy & Group,39097,+974 4040 3535,P.O. Box: 15,procurement@iba.com.qa,39
Inderjit Singh & Group,39098,+974 4040 3535,P.O. Box: 15,procurement@iba.com.qa,39
Sobindra Limbu & Group,39099,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
Firoj Ansari,39100,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
Ramji Sah & Group,39101,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
Narayan Mandal & Group,39102,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
Samim Aktar & Group,39103,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
Irfan & Group,39104,+974 4040 3535,P.O. Box: 15,contracting@iba.com.qa,39
Gafar Miya & Yam Raj Group,39105,+974 4040 3535,P.O. Box: 15,-,39
Hazrat Ali & Rabindra Garedi Group,39106,+974 4040 3535,P.O. Box: 15,-,39
Shubhkaran Barhman & Ram Abatar Saday,39107,+974 4040 3535,P.O. Box: 15,-,39
Mojammalhoque & Baliram Raut Group,39108,+974 4040 3535,P.O. Box: 15,-,39
Sethun Rajbanshi & Rajkumar Dhimal Group,39109,+974 4040 3535,P.O. Box: 15,-,39
Juman Group,39110,+974 4040 3535,P.O. Box: 15,-,39
Tofiq & Group,39111,+974 4040 3535,P.O. Box: 15,-,39
Bajrang Singh & Group,39112,+974 4040 3535,P.O. Box: 15,-,39
Mohin Uddin & Group,39113,+974 4040 3535,P.O. Box: 15,-,39
Vijay Singh & Group,39114,+974 4040 3535,P.O. Box: 15,-,39
Saheb & Group,39115,+974 4040 3535,P.O. Box: 15,-,39
Jafer Ali Group,39116,+974 4040 3535,P.O Box: 15,,39
Til Bahadur,39117,+974 4040 3535,P.O Box: 15,+974 4040 3535,39
MD Jakirul Islam & Group,39118,+974 4040 3535,P.O.Box: 15,contracting@iba.com.qa,39
Mohammad Manir Miya & Group,39119,+974 4040 3535,P.O.Box: 15,,39
Mohammed Shahidul Islam & Group,39120,+974 4040 3535,P.O.Box: 15,,39
Jahangir Hossain & Group,39121,-40402561,P.O.Box: 15,Contracting@iba.com.qa,39
"Vision Trading, Contracting & Services W.L.L",39122,+974 55359285,P.O.Box 60465,info@visiontcs.com,10
United Cooperation General Trading WLL,39123,+974 4427 5471,"BUILDING NO.192, ZONE NO.14, ST. NO.220",sales.automotive@ucgtqatar.com,10
Global Sustainability Solutions and Services QFZ,39124,+974 4020 5716,P.O. Box: 10305,mail@gsustain.org,10
Equipment Trading & Contracting Co. WLL,39125,+974 4435 2221,P.O. Box 17860,info@etcdoha.com,10
VIPUL SINGH,39126,+974 4040 3535,P.O Box 15,procurement@iba.com.qa,10
Jitendra Chaudhary,39127,+974 4040 3535,P.O. Box 15,contracting@iba.com.qa,39
ARJUN SARKAR,39128,+974 4040 3535,P.O. BOX: 15,contracting@iba.com.qa,39
ARTHAR MASIH,39129,+974 4040 3535,P.O. BOX: 15,contracting@iba.com.qa,39
ARUN KUMAR RAUT,39130,+974 4040 3535,P.O. BOX: 15,contracting@iba.com.qa,39
JATINDER PAL,39131,+974 4040 3535,P.O. Box 15,contracting@iba.com.qa,39
KADIR MUSALMAN,39132,+974 4040 3535,P.O Box: 15,contracting@iba.com.qa,39
KABIR HOWLADER,39133,+974 4040 3535,P.O Box: 15,contracting@iba.com.qa,39
Ahmed Mahmoud Adbussalam,39134,+974 4040 3535,P.O Box: 15,Contracting@iba.com.qa,39
Bhakta Bahadur BK,39135,+974 4040 3535,P.O. Box: 15,Contracting@iba.com.qa,39
Arif Mohammad Ullah,39136,+974 4040 3535,P.O. Box No. 15,Conctracting@iba.com.qa,39
Prakash Saday,39137,+974 4040 3535,P.O. Box: 15,Contracting@iba.com.qa,39
Ramesh Yadav,39138,+974 4040 3535,P.O. Box: 15,,39
